CTSIBTC;0.00001269
CTSIUSDT;0.77820000
CTSIBNB;0.00162200
CTSIBUSD;0.77900000
HIVEBNB;0.00429000
HIVEBTC;0.00001249
HIVEUSDT;0.76670000
CHRBNB;0.00076530
CHRBTC;0.00000599
CHRUSDT;0.36760000
BTCUPUSDT;134.90000000
BTCDOWNUSDT;0.00829200
GXSUSDT;0.69740000
ARDRUSDT;0.32440000
ERDBUSD;0.01966100
LENDUSDT;0.51431000
HBARBUSD;0.37700000
MATICBUSD;1.64600000
WRXBUSD;1.33700000
ZILBUSD;0.10310000
MDTBNB;0.00073720
MDTBTC;0.00000077
MDTUSDT;0.04752000
STMXBNB;0.00006582
STMXBTC;0.00000051
STMXETH;0.00000786
STMXUSDT;0.03164000
KNCBUSD;1.64500000
KNCUSDT;1.64700000
REPBUSD;13.67300000
REPUSDT;24.56000000
LRCBUSD;0.42420000
LRCUSDT;0.42330000
IQBNB;0.00003878
IQBUSD;0.01856000
PNTBTC;0.00001802
PNTUSDT;1.10270000
BTCGBP;43595.14000000
ETHGBP;2860.20000000
XRPGBP;0.77410000
BNBGBP;341.10000000
GBPBUSD;1.40700000
DGBBNB;0.00010680
DGBBTC;0.00000084
DGBBUSD;0.05130000
BTCUAH;1615000.00000000
USDTUAH;26.35000000
COMPBTC;0.00510000
COMPBNB;5.71900000
COMPBUSD;312.70000000
COMPUSDT;313.10000000
BTCBIDR;864635125.00
ETHBIDR;56816482.00
BNBBIDR;6781152.00
BUSDBIDR;14120.00
USDTBIDR;14120.00
BKRWUSDT;0.00084530
BKRWBUSD;0.00084550
SCUSDT;0.01857000
ZENUSDT;90.88000000
SXPBTC;0.00003749
SXPBNB;0.00479100
SXPBUSD;2.29900000
SNXBTC;0.00016060
SNXBNB;0.02052000
SNXBUSD;9.83400000
SNXUSDT;9.84100000
ETHUPUSDT;98.84900000
ETHDOWNUSDT;0.74450000
ADAUPUSDT;118.26100000
ADADOWNUSDT;0.00323700
LINKUPUSDT;2.17600000
LINKDOWNUSDT;0.01598000
VTHOBNB;0.00002088
VTHOBUSD;0.00071800
VTHOUSDT;0.01003000
DCRBUSD;16.03500000
DGBUSDT;0.05133000
GBPUSDT;1.40700000
STORJBUSD;0.36200000
SXPUSDT;2.29900000
IRISBNB;0.00166200
IRISBTC;0.00000194
IRISBUSD;0.06080000
MKRBNB;6.90300000
MKRBTC;0.04123000
MKRUSDT;2525.00000000
MKRBUSD;2526.00000000
DAIBNB;0.04876000
DAIBTC;0.00008966
DAIUSDT;1.01890000
DAIBUSD;1.01810000
RUNEBNB;0.02263000
RUNEBTC;0.00017710
RUNEBUSD;10.85200000
MANABUSD;0.79080000
DOGEBUSD;0.24510000
LENDBUSD;0.51530000
ZRXBUSD;1.01450000
DCRUSDT;128.80000000
STORJUSDT;1.25090000
XRPBKRW;319.76000000
ADABKRW;327.55000000
BTCAUD;82466.82000000
ETHAUD;5404.00000000
AUDBUSD;0.74360000
FIOBNB;0.00040120
FIOBTC;0.00000315
FIOBUSD;0.19270000
BNBUPUSDT;477.51000000
